PAN_NO,TARGET_NO,CALL_TYPE,TOC,B_PARTY,LRN_NO,LRN_TSP,CALL_TIME,DURATION,FIRST_CGI,FIRST_LAT,FIRST_LON,LAST_CGI,LAST_LAT,LAST_LON,SMSC_NO,IMEI,IMSI,CALL_FWD,ROAM_NO,SW4MSCID,IN_TG,OUT_TG
PAN500033,9170000002,MO,VOICE,9300000033,5500000033,BSNL,2026-10-11 00:02:34,0,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG108,TG118
PAN500034,9170000002,MO,VOICE,9300000034,5500000034,AIRTEL,2026-10-11 00:02:56,0,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG108,TG116
PAN500035,9170000002,MO,VOICE,9300000035,5500000035,AIRTEL,2026-10-11 00:03:18,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC1101,TG119,TG115
PAN500036,9170000002,MO,VOICE,9300000036,5500000036,AIRTEL,2026-10-11 00:03:40,0,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG104,TG106
PAN500037,9170000002,MO,VOICE,9300000037,5500000037,BSNL,2026-10-11 00:04:02,0,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG109,TG102
PAN500038,9170000002,MO,VOICE,9300000038,5500000038,AIRTEL,2026-10-11 00:06:00,0,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG111,TG108
PAN500039,9170000002,MO,VOICE,9300000039,5500000039,AIRTEL,2026-10-11 00:09:00,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG105,TG110
PAN500456,9170000005,MT,VOICE,9170000001,5570000001,AIRTEL,2026-10-11 00:10:00,85,CGI80011,27.00410,75.77940,CGI80011,27.00410,75.77940,919810051914,356000000000105,404450000000105,,HOME,MSC1101,TG115,TG110
PAN500040,9170000002,MO,VOICE,9300000040,5500000040,AIRTEL,2026-10-11 00:12:00,0,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG113,TG120
PAN500041,9170000002,MO,VOICE,9300000041,5500000041,AIRTEL,2026-10-11 00:15:00,0,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG117,TG106
PAN500042,9170000002,MO,VOICE,9300000042,5500000042,JIO,2026-10-11 00:18:00,0,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000102,404450000000102,,HOME,MSC1101,TG105,TG115
PAN500043,9170000002,MO,VOICE,9300000043,5500000043,JIO,2026-10-11 00:21:00,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919890051914,356000000000102,404450000000102,,HOME,MSC1101,TG106,TG103
PAN500044,9170000002,MO,VOICE,9300000044,5500000044,JIO,2026-10-11 00:24:00,0,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC4404,TG114,TG105
PAN500045,9170000002,MO,VOICE,9300000045,5500000045,AIRTEL,2026-10-11 00:27:00,0,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC1101,TG118,TG106
PAN500046,9170000002,MO,VOICE,9300000046,5500000046,VI,2026-10-11 00:30:00,0,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG107,TG101
PAN500047,9170000002,MO,VOICE,9300000047,5500000047,AIRTEL,2026-10-11 00:33:00,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG104,TG117
PAN500048,9170000002,MO,VOICE,9300000048,5500000048,AIRTEL,2026-10-11 00:36:00,0,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG104,TG101
PAN500049,9170000002,MO,VOICE,9300000049,5500000049,BSNL,2026-10-11 00:39:00,0,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG116,TG112
PAN500050,9170000002,MO,VOICE,9300000050,5500000050,AIRTEL,2026-10-11 00:42:00,0,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG118,TG110
PAN500457,9170000005,MT,VOICE,9170000002,5570000002,VI,2026-10-11 00:42:00,86,CGI80012,26.81230,75.73550,CGI80012,26.81230,75.73550,919820051914,356000000000105,404450000000105,,HOME,MSC4404,TG106,TG104
PAN500051,9170000002,MO,VOICE,9300000051,5500000051,AIRTEL,2026-10-11 01:00:00,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG108,TG108
PAN500052,9170000002,MO,VOICE,9300000052,5500000052,AIRTEL,2026-10-11 01:03:10,0,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG120,TG107
PAN500053,9170000002,MO,VOICE,9300000053,5500000053,AIRTEL,2026-10-11 01:06:20,0,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG116,TG118
PAN500054,9170000002,MO,VOICE,9300000054,5500000054,AIRTEL,2026-10-11 01:09:31,0,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC1101,TG114,TG113
PAN500055,9170000002,MO,VOICE,9300000055,5500000055,JIO,2026-10-11 01:12:41,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG114,TG114
PAN500458,9170000005,MT,VOICE,9170000003,5570000003,BSNL,2026-10-11 01:14:00,87,CGI80013,26.94740,75.87310,CGI80013,26.94740,75.87310,919440051914,356000000000105,404450000000105,,HOME,MSC1101,TG114,TG107
PAN500056,9170000002,MO,VOICE,9300000056,5500000056,JIO,2026-10-11 01:15:52,0,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC2202,TG117,TG108
PAN500057,9170000002,MO,VOICE,9300000057,5500000057,VI,2026-10-11 01:19:02,0,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919820051914,356000000000102,404450000000102,,HOME,MSC4404,TG109,TG119
PAN500058,9170000002,MO,VOICE,9300000058,5500000058,BSNL,2026-10-11 01:22:12,0,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC1101,TG109,TG113
PAN500059,9170000002,MO,VOICE,9300000059,5500000059,VI,2026-10-11 01:25:23,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC2202,TG116,TG118
PAN500060,9170000002,MO,VOICE,9300000060,5500000060,AIRTEL,2026-10-11 01:28:33,0,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC1101,TG113,TG101
PAN500061,9170000002,MO,VOICE,9300000061,5500000061,JIO,2026-10-11 01:31:44,0,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919890051914,356000000000102,404450000000102,,HOME,MSC2202,TG113,TG117
PAN500062,9170000002,MO,VOICE,9300000062,5500000062,JIO,2026-10-11 01:34:54,0,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000102,404450000000102,,HOME,MSC1101,TG118,TG116
PAN500063,9170000002,MO,VOICE,9300000063,5500000063,VI,2026-10-11 01:38:04,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC4404,TG109,TG115
PAN500064,9170000002,MO,VOICE,9300000064,5500000064,AIRTEL,2026-10-11 01:41:15,0,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG118,TG113
PAN500065,9170000002,MO,VOICE,9300000065,5500000065,AIRTEL,2026-10-11 01:44:25,0,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG105,TG119
PAN500459,9170000005,MT,VOICE,9170000004,5570000004,AIRTEL,2026-10-11 01:46:00,88,CGI80011,27.00410,75.77940,CGI80011,27.00410,75.77940,919810051914,356000000000105,404450000000105,,HOME,MSC2202,TG113,TG108
PAN500066,9170000002,MO,VOICE,9300000066,5500000066,AIRTEL,2026-10-11 01:47:36,0,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG116,TG102
PAN500067,9170000002,MO,VOICE,9300000067,5500000067,AIRTEL,2026-10-11 01:50:46,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC1101,TG117,TG101
PAN500068,9170000002,MO,VOICE,9300000068,5500000068,JIO,2026-10-11 01:53:56,0,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC4404,TG104,TG116
PAN500069,9170000002,MO,VOICE,9300000069,5500000069,AIRTEL,2026-10-11 01:57:07,0,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG119,TG103
PAN500070,9170000002,MO,VOICE,9300000070,5500000070,JIO,2026-10-11 02:00:17,0,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000102,404450000000102,,HOME,MSC1101,TG108,TG102
PAN500071,9170000002,MO,VOICE,9300000071,5500000071,VI,2026-10-11 02:03:28,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC2202,TG114,TG101
PAN500072,9170000002,MO,VOICE,9300000072,5500000072,VI,2026-10-11 02:06:38,0,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG103,TG114
PAN500073,9170000002,MO,VOICE,9300000073,5500000073,AIRTEL,2026-10-11 02:09:48,0,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG114,TG114
PAN500074,9170000002,MO,VOICE,9300000074,5500000074,AIRTEL,2026-10-11 02:12:59,0,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG109,TG120
PAN500075,9170000002,MO,VOICE,9300000075,5500000075,JIO,2026-10-11 02:16:09,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919890051914,356000000000102,404450000000102,,HOME,MSC1101,TG104,TG106
PAN500460,9170000005,MT,VOICE,9812222200,5512222200,JIO,2026-10-11 02:18:00,89,CGI80012,26.81230,75.73550,CGI80012,26.81230,75.73550,919890051914,356000000000105,404450000000105,,HOME,MSC4404,TG112,TG106
PAN500076,9170000002,MO,VOICE,9300000076,5500000076,VI,2026-10-11 02:19:20,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919820051914,356000000000102,404450000000102,,HOME,MSC2202,TG118,TG115
PAN500077,9170000002,MO,VOICE,9300000077,5500000077,VI,2026-10-11 02:22:30,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919820051914,356000000000102,404450000000102,,HOME,MSC3303,TG110,TG110
PAN500078,9170000002,MO,VOICE,9300000078,5500000078,BSNL,2026-10-11 02:25:40,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC3303,TG102,TG109
PAN500079,9170000002,MO,VOICE,9300000079,5500000079,VI,2026-10-11 02:28:51,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC4404,TG114,TG114
PAN500080,9170000002,MO,VOICE,9300000080,5500000080,BSNL,2026-10-11 02:32:01,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919440051914,356000000000102,404450000000102,,HOME,MSC3303,TG119,TG105
PAN500081,9170000002,MO,VOICE,9300000081,5500000081,AIRTEL,2026-10-11 02:35:12,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC2202,TG106,TG101
PAN500082,9170000002,MO,VOICE,9300000082,5500000082,BSNL,2026-10-11 02:38:22,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC1101,TG114,TG106
PAN500083,9170000002,MO,VOICE,9300000083,5500000083,VI,2026-10-11 02:41:32,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG115,TG120
PAN500084,9170000002,MO,VOICE,9300000084,5500000084,JIO,2026-10-11 02:44:43,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC2202,TG115,TG119
PAN500085,9170000002,MO,VOICE,9300000085,5500000085,AIRTEL,2026-10-11 02:47:53,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG105,TG112
PAN500461,9170000005,MT,VOICE,9170000001,5570000001,VI,2026-10-11 02:50:00,90,CGI80013,26.94740,75.87310,CGI80013,26.94740,75.87310,919820051914,356000000000105,404450000000105,,HOME,MSC2202,TG110,TG102
PAN500086,9170000002,MO,VOICE,9300000086,5500000086,AIRTEL,2026-10-11 02:51:04,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC2202,TG108,TG102
PAN500087,9170000002,MO,VOICE,9300000087,5500000087,VI,2026-10-11 02:54:14,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC3303,TG106,TG116
PAN500088,9170000002,MO,VOICE,9300000088,5500000088,JIO,2026-10-11 02:57:24,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG116,TG119
PAN500089,9170000002,MO,VOICE,9300000089,5500000089,VI,2026-10-11 03:00:35,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919820051914,356000000000102,404450000000102,,HOME,MSC2202,TG117,TG102
PAN500090,9170000002,MO,VOICE,9300000090,5500000090,AIRTEL,2026-10-11 03:03:45,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC2202,TG120,TG105
PAN500091,9170000002,MO,VOICE,9300000091,5500000091,VI,2026-10-11 03:06:56,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG117,TG112
PAN500092,9170000002,MO,VOICE,9300000092,5500000092,VI,2026-10-11 03:10:06,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG120,TG105
PAN500093,9170000002,MO,VOICE,9300000093,5500000093,VI,2026-10-11 03:13:16,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919820051914,356000000000102,404450000000102,,HOME,MSC3303,TG105,TG107
PAN500094,9170000002,MO,VOICE,9300000094,5500000094,VI,2026-10-11 03:16:27,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919820051914,356000000000102,404450000000102,,HOME,MSC4404,TG115,TG115
PAN500095,9170000002,MO,VOICE,9300000095,5500000095,JIO,2026-10-11 03:19:37,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG111,TG102
PAN500462,9170000005,MT,VOICE,9170000002,5570000002,BSNL,2026-10-11 03:22:00,91,CGI80011,27.00410,75.77940,CGI80011,27.00410,75.77940,919440051914,356000000000105,404450000000105,,HOME,MSC2202,TG111,TG111
PAN500096,9170000002,MO,VOICE,9300000096,5500000096,JIO,2026-10-11 03:22:48,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG119,TG115
PAN500097,9170000002,MO,VOICE,9300000097,5500000097,JIO,2026-10-11 03:25:58,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919890051914,356000000000102,404450000000102,,HOME,MSC1101,TG101,TG101
PAN500098,9170000002,MO,VOICE,9300000098,5500000098,VI,2026-10-11 03:29:08,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919820051914,356000000000102,404450000000102,,HOME,MSC4404,TG112,TG108
PAN500099,9170000002,MO,VOICE,9300000099,5500000099,BSNL,2026-10-11 03:32:19,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000102,404450000000102,,HOME,MSC1101,TG106,TG117
PAN500100,9170000002,MO,VOICE,9300000100,5500000100,AIRTEL,2026-10-11 03:35:29,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG113,TG102
PAN500101,9170000002,MO,VOICE,9300000101,5500000101,BSNL,2026-10-11 03:38:40,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC1101,TG111,TG114
PAN500102,9170000002,MO,VOICE,9300000102,5500000102,AIRTEL,2026-10-11 03:41:50,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC2202,TG105,TG102
PAN500103,9170000002,MO,VOICE,9300000103,5500000103,VI,2026-10-11 03:45:00,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC4404,TG112,TG107
PAN500104,9170000002,MO,VOICE,9300000104,5500000104,JIO,2026-10-11 03:48:11,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG115,TG108
PAN500105,9170000002,MO,VOICE,9300000105,5500000105,BSNL,2026-10-11 03:51:21,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG106,TG111
PAN500463,9170000005,MT,VOICE,9170000003,5570000003,JIO,2026-10-11 03:54:00,92,CGI80012,26.81230,75.73550,CGI80012,26.81230,75.73550,919890051914,356000000000105,404450000000105,,HOME,MSC3303,TG102,TG120
PAN500106,9170000002,MO,VOICE,9300000106,5500000106,JIO,2026-10-11 03:54:32,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000102,404450000000102,,HOME,MSC4404,TG111,TG106
PAN500107,9170000002,MO,VOICE,9300000107,5500000107,AIRTEL,2026-10-11 03:57:42,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG109,TG108
PAN500108,9170000002,MO,VOICE,9300000108,5500000108,BSNL,2026-10-11 04:00:52,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919440051914,356000000000102,404450000000102,,HOME,MSC4404,TG119,TG117
PAN500109,9170000002,MO,VOICE,9300000109,5500000109,AIRTEL,2026-10-11 04:04:03,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC2202,TG119,TG102
PAN500110,9170000002,MO,VOICE,9300000110,5500000110,BSNL,2026-10-11 04:07:13,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC1101,TG102,TG101
PAN500111,9170000002,MO,VOICE,9300000111,5500000111,JIO,2026-10-11 04:10:24,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG111,TG115
PAN500112,9170000002,MO,VOICE,9300000112,5500000112,AIRTEL,2026-10-11 04:13:34,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG118,TG116
PAN500113,9170000002,MO,VOICE,9300000113,5500000113,JIO,2026-10-11 04:16:44,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919890051914,356000000000102,404450000000102,,HOME,MSC2202,TG114,TG115
PAN500114,9170000002,MO,VOICE,9300000114,5500000114,BSNL,2026-10-11 04:19:55,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG115,TG103
PAN500115,9170000002,MO,VOICE,9300000115,5500000115,AIRTEL,2026-10-11 04:23:05,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC2202,TG108,TG107
PAN500116,9170000002,MO,VOICE,9300000116,5500000116,JIO,2026-10-11 04:26:16,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG103,TG102
PAN500117,9170000002,MO,VOICE,9300000117,5500000117,AIRTEL,2026-10-11 04:29:26,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG105,TG118
PAN500118,9170000002,MO,VOICE,9300000118,5500000118,VI,2026-10-11 04:32:36,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919820051914,356000000000102,404450000000102,,HOME,MSC2202,TG119,TG110
PAN500119,9170000002,MO,VOICE,9300000119,5500000119,AIRTEL,2026-10-11 04:35:47,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC1101,TG110,TG119
PAN500120,9170000002,MO,VOICE,9300000120,5500000120,VI,2026-10-11 04:38:57,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG101,TG117
PAN500121,9170000002,MO,VOICE,9300000121,5500000121,AIRTEL,2026-10-11 04:42:08,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG103,TG112
PAN500122,9170000002,MO,VOICE,9300000122,5500000122,VI,2026-10-11 04:45:18,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919820051914,356000000000102,404450000000102,,HOME,MSC2202,TG113,TG115
PAN500123,9170000002,MO,VOICE,9300000123,5500000123,JIO,2026-10-11 04:48:28,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG112,TG106
PAN500124,9170000002,MO,VOICE,9300000124,5500000124,VI,2026-10-11 04:51:39,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919820051914,356000000000102,404450000000102,,HOME,MSC4404,TG103,TG108
PAN500125,9170000002,MO,VOICE,9300000125,5500000125,AIRTEL,2026-10-11 04:54:49,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC1101,TG115,TG111
PAN500126,9170000002,MO,VOICE,9300000126,5500000126,JIO,2026-10-11 06:00:00,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG113,TG116
PAN500421,9170000004,SMS-MO,SMS,9170000001,5570000001,BSNL,2026-10-11 06:00:00,0,CGI80009,26.92180,75.70630,CGI80009,26.92180,75.70630,919440051914,356000000000999,404450000000401,,HOME,MSC2202,TG110,TG117
PAN500127,9170000002,MO,VOICE,9300000127,5500000127,JIO,2026-10-11 06:10:00,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG117,TG114
PAN500128,9170000002,MO,VOICE,9300000128,5500000128,AIRTEL,2026-10-11 06:20:00,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG110,TG115
PAN500129,9170000002,MO,VOICE,9300000129,5500000129,VI,2026-10-11 06:30:00,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919820051914,356000000000102,404450000000102,,HOME,MSC2202,TG113,TG105
PAN500130,9170000002,MO,VOICE,9300000130,5500000130,AIRTEL,2026-10-11 06:40:00,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC2202,TG116,TG101
PAN500422,9170000004,MO,VOICE,9170000006,5570000006,AIRTEL,2026-10-11 06:45:00,56,CGI80010,26.88970,75.88920,CGI80010,26.88970,75.88920,919810051914,356000000000999,404450000000402,,HOME,MSC1101,TG114,TG110
PAN500131,9170000002,MO,VOICE,9300000131,5500000131,BSNL,2026-10-11 06:50:00,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG101,TG106
PAN500132,9170000002,MO,VOICE,9300000132,5500000132,AIRTEL,2026-10-11 07:00:00,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG111,TG109
PAN500133,9170000002,MO,VOICE,9300000133,5500000133,BSNL,2026-10-11 07:10:00,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC4404,TG115,TG101
PAN500134,9170000002,MO,VOICE,9300000134,5500000134,VI,2026-10-11 07:20:00,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919820051914,356000000000102,404450000000102,,HOME,MSC4404,TG119,TG105
PAN500135,9170000002,MO,VOICE,9300000135,5500000135,AIRTEL,2026-10-11 07:30:00,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG112,TG120
PAN500423,9170000004,MO,VOICE,9170000007,5570000007,BSNL,2026-10-11 07:30:00,57,CGI80009,26.92180,75.70630,CGI80009,26.92180,75.70630,919440051914,356000000000999,404450000000403,,HOME,MSC2202,TG104,TG117
PAN500136,9170000002,MO,VOICE,9300000136,5500000136,AIRTEL,2026-10-11 07:40:00,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG104,TG107
PAN500137,9170000002,MO,VOICE,9300000137,5500000137,AIRTEL,2026-10-11 07:50:00,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC1101,TG117,TG115
PAN500138,9170000002,MO,VOICE,9300000138,5500000138,BSNL,2026-10-11 08:00:00,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG108,TG112
PAN500139,9170000002,MO,VOICE,9300000139,5500000139,BSNL,2026-10-11 08:10:00,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000102,404450000000102,,HOME,MSC4404,TG105,TG101
