PAN_NO,TARGET_NO,CALL_TYPE,TOC,B_PARTY,LRN_NO,LRN_TSP,CALL_TIME,DURATION,FIRST_CGI,FIRST_LAT,FIRST_LON,LAST_CGI,LAST_LAT,LAST_LON,SMSC_NO,IMEI,IMSI,CALL_FWD,ROAM_NO,SW4MSCID,IN_TG,OUT_TG
PAN100107,9876500001,MO,VOICE,9255601111,6782883717,JIO,2026-07-05 22:09:19,3274,CGI03732,26.9008,81.22437,CGI01590,26.7422,81.19254,9174292758,821009968814353,404456822239431,,ROAM,MSC1891,TG971,TG869
PAN100106,9387416172,SMS-MO,SMS,9820072695,8597513760,AIRTEL,2026-07-06 05:04:03,0,CGI03205,27.20713,81.07849,CGI01583,26.51681,81.13911,9134715141,667665061809190,404451581449147,,HOME,MSC1504,TG585,TG260
PAN100136,9876500001,SMS-MT,SMS,9895986331,8919983102,JIO,2026-07-06 06:34:46,0,CGI03957,26.66549,80.98712,CGI03957,26.66549,80.98712,9142773504,664742312209949,404459939330517,,HOME,MSC8680,TG829,TG765
PAN100171,9876500001,SMS-MO,SMS,9971299001,8166596973,AIRTEL,2026-07-06 08:28:56,0,CGI02175,27.16339,80.6399,CGI02175,27.16339,80.6399,9195280478,401322342321611,404450760310890,,HOME,MSC5145,TG144,TG167
PAN100019,9387416172,SMS-MO,SMS,9820072695,7530959836,BSNL,2026-07-06 09:03:16,0,CGI03307,27.24171,80.50877,CGI03307,27.24171,80.50877,9166001106,190229413186999,404453867749649,,ROAM,MSC2625,TG881,TG312
PAN100175,9387416172,MO,VOICE,9312850944,7296697093,BSNL,2026-07-06 09:39:39,741,CGI03957,26.66549,80.98712,CGI03779,26.5353,80.60778,9127102821,477848588006167,404455677002842,,HOME,MSC7374,TG599,TG882
PAN100008,9812345678,SMS-MO,SMS,9711832331,9652937994,JIO,2026-07-06 10:25:08,0,CGI03732,26.9008,81.22437,CGI02366,27.0646,81.22073,9101250299,799118384251354,404452784980841,,ROAM,MSC3200,TG370,TG218
PAN100059,9123456780,SMS-MO,SMS,9560964462,4626733282,VI,2026-07-06 11:02:36,0,CGI03307,27.24171,80.50877,CGI03307,27.24171,80.50877,9174264220,996423536937854,404457772522872,,ROAM,MSC9882,TG757,TG160
PAN100178,9387416172,SMS-MT,SMS,9547605561,4900822844,JIO,2026-07-06 11:36:51,0,CGI00049,27.21862,81.13242,CGI00049,27.21862,81.13242,9187447790,484685366498782,404450829737489,,ROAM,MSC8106,TG679,TG844
PAN100018,9812345678,MT,VOICE,9720983465,8813180356,AIRTEL,2026-07-06 12:29:17,1750,CGI03871,26.52643,80.94927,CGI03871,26.52643,80.94927,9142352128,182337498941343,404455240824008,,ROAM,MSC9042,TG205,TG993
PAN100166,9387416172,SMS-MT,SMS,9954413445,4107052949,BSNL,2026-07-06 13:10:34,0,CGI03871,26.52643,80.94927,CGI03871,26.52643,80.94927,9119513094,752088547492975,404451702814069,,ROAM,MSC8306,TG465,TG194
PAN100095,9876500001,MO,VOICE,9820072695,9837938081,AIRTEL,2026-07-06 13:43:08,1199,CGI02386,27.12091,80.81141,CGI01037,26.92794,80.77018,9122130289,603323098215064,404458909010016,,HOME,MSC5140,TG585,TG818
PAN100156,9123456780,MT,VOICE,9502139564,7292127183,AIRTEL,2026-07-06 14:21:05,2658,CGI00308,26.69558,80.66654,CGI00308,26.69558,80.66654,9123705307,806346157173203,404450937618478,,ROAM,MSC1268,TG137,TG447
PAN100165,9812345678,MO,VOICE,9773314235,5967125474,AIRTEL,2026-07-06 14:42:44,2654,CGI00049,27.21862,81.13242,CGI04991,27.27628,80.77472,9141137063,243754025472928,404454222231059,,HOME,MSC4022,TG310,TG675
PAN100048,9812345678,MO,VOICE,9560964462,6361618235,JIO,2026-07-06 15:04:24,2309,CGI00049,27.21862,81.13242,CGI00049,27.21862,81.13242,9117268907,165585239868000,404452578729825,,HOME,MSC7438,TG731,TG857
PAN100034,9387416172,MO,VOICE,9255601111,4494665880,JIO,2026-07-06 15:36:25,326,CGI02366,27.0646,81.22073,CGI03732,26.9008,81.22437,9143589647,297516136968164,404455352181883,,HOME,MSC3419,TG341,TG205
PAN100021,9123456780,MO,VOICE,9720983465,8384068351,VI,2026-07-06 16:01:05,1777,CGI01583,26.51681,81.13911,CGI03871,26.52643,80.94927,9177342561,27874296717565,404455125674680,,HOME,MSC6296,TG218,TG891
PAN100130,9123456780,SMS-MO,SMS,9720983465,7197939663,VI,2026-07-06 16:36:34,0,CGI03779,26.5353,80.60778,CGI03779,26.5353,80.60778,9160720566,760049082404335,404450488899210,,HOME,MSC3557,TG241,TG371
PAN100031,9123456780,MT,VOICE,9265192771,8686774764,JIO,2026-07-06 17:23:09,1288,CGI03732,26.9008,81.22437,CGI00512,27.1733,80.80027,9112513132,615280988516560,404454945198327,,HOME,MSC7022,TG217,TG880
PAN100090,9876500001,SMS-MO,SMS,9594033331,5732526008,JIO,2026-07-06 19:32:50,0,CGI03205,27.20713,81.07849,CGI03205,27.20713,81.07849,9123318633,330307053457861,404450357972798,,HOME,MSC3679,TG957,TG364
PAN100100,9876500001,SMS-MO,SMS,9599837854,6822511659,BSNL,2026-07-06 19:52:14,0,CGI03307,27.24171,80.50877,CGI03307,27.24171,80.50877,9115303956,130554885102726,404451493316373,,ROAM,MSC2765,TG875,TG524
PAN100170,9876500001,SMS-MT,SMS,9895986331,6956426322,JIO,2026-07-06 20:52:54,0,CGI03732,26.9008,81.22437,CGI03599,26.95021,80.77524,9171728681,952028457652132,404458338988816,,HOME,MSC2251,TG219,TG938
PAN100083,9876500001,MT,VOICE,9720983465,8905291986,AIRTEL,2026-07-06 21:01:45,3310,CGI02366,27.0646,81.22073,CGI02366,27.0646,81.22073,9166065552,842701039308705,404459325250029,,HOME,MSC2817,TG966,TG638
PAN100152,9876500001,MT,VOICE,9413319482,8267417545,BSNL,2026-07-06 23:09:38,3538,CGI00308,26.69558,80.66654,CGI00308,26.69558,80.66654,9131936764,723950410276747,404458366742860,,ROAM,MSC7258,TG794,TG423
PAN100120,9812345678,SMS-MT,SMS,9255601111,4041842844,BSNL,2026-07-07 09:51:47,0,CGI02146,26.6361,80.76953,CGI02146,26.6361,80.76953,9167054885,288574489061203,404454717545588,,ROAM,MSC5222,TG452,TG120
PAN100124,9123456780,MT,VOICE,9312850944,6940507653,VI,2026-07-07 10:05:27,2653,CGI03599,26.95021,80.77524,CGI03599,26.95021,80.77524,9187034430,846312241797497,404453502080214,,ROAM,MSC1134,TG338,TG192
PAN100089,9387416172,SMS-MT,SMS,9497049127,4160913827,VI,2026-07-07 10:41:31,0,CGI00512,27.1733,80.80027,CGI00512,27.1733,80.80027,9154086249,299606530745054,404454471324754,,ROAM,MSC2462,TG292,TG552
PAN100148,9387416172,SMS-MT,SMS,9558888544,7509132563,JIO,2026-07-07 11:41:42,0,CGI02735,27.06135,80.63102,CGI02735,27.06135,80.63102,9119693143,278469973354946,404455190986240,,HOME,MSC9992,TG154,TG100
PAN100033,9812345678,MO,VOICE,9820072695,4476267947,BSNL,2026-07-07 11:48:32,2494,CGI03957,26.66549,80.98712,CGI03957,26.66549,80.98712,9170723898,403690034324451,404450762268388,,ROAM,MSC2180,TG506,TG982
PAN100075,9812345678,SMS-MO,SMS,9255601111,4313497572,JIO,2026-07-07 12:43:11,0,CGI01590,26.7422,81.19254,CGI01590,26.7422,81.19254,9101851322,430068486661889,404452414183285,,HOME,MSC2083,TG417,TG815
PAN100111,9387416172,MO,VOICE,9947003778,8323304129,AIRTEL,2026-07-07 12:55:22,920,CGI02795,26.94363,80.60677,CGI04991,27.27628,80.77472,9159042204,231843222591365,404451777392603,9547605561,HOME,MSC3207,TG744,TG624
PAN100069,9876500001,MO,VOICE,9954413445,9039005096,AIRTEL,2026-07-07 13:08:36,2848,CGI04960,26.6099,80.9001,CGI04960,26.6099,80.9001,9165718640,422579050723688,404457676772190,,HOME,MSC1535,TG381,TG330
PAN100123,9876500001,SMS-MO,SMS,9720983465,6317856944,JIO,2026-07-07 14:40:34,0,CGI03871,26.52643,80.94927,CGI02386,27.12091,80.81141,9159305486,456424008254780,404457740649308,,HOME,MSC7745,TG674,TG547
PAN100056,9387416172,SMS-MO,SMS,9720983465,4666241244,AIRTEL,2026-07-07 14:52:14,0,CGI01583,26.51681,81.13911,CGI01583,26.51681,81.13911,9197311066,106903311907903,404450673830284,,HOME,MSC6224,TG691,TG712
PAN100084,9812345678,SMS-MO,SMS,9777191992,8971441314,BSNL,2026-07-07 15:21:19,0,CGI02386,27.12091,80.81141,CGI02386,27.12091,80.81141,9185800828,752895392644220,404459690295939,,HOME,MSC9129,TG244,TG439
PAN100037,9123456780,MT,VOICE,9971299001,8696344732,BSNL,2026-07-07 16:21:52,355,CGI02146,26.6361,80.76953,CGI01583,26.51681,81.13911,9168248169,505423573322141,404458880592962,,ROAM,MSC3712,TG838,TG548
PAN100153,9387416172,MT,VOICE,9255601111,9442100705,JIO,2026-07-07 16:41:54,1457,CGI03312,26.52331,80.75797,CGI03312,26.52331,80.75797,9134271680,967393852580010,404456181753443,9558888544,HOME,MSC4552,TG713,TG753
PAN100042,9812345678,SMS-MT,SMS,9502139564,4440654676,VI,2026-07-07 16:52:11,0,CGI04991,27.27628,80.77472,CGI04991,27.27628,80.77472,9188707076,447962757059640,404451658202970,,HOME,MSC4866,TG897,TG760
PAN100149,9812345678,MO,VOICE,9914019912,5638809377,AIRTEL,2026-07-07 17:25:40,135,CGI02386,27.12091,80.81141,CGI01037,26.92794,80.77018,9188917575,272386562422010,404452762126796,,HOME,MSC7948,TG665,TG939
PAN100096,9876500001,MT,VOICE,9971299001,4589112843,JIO,2026-07-07 17:42:33,46,CGI03312,26.52331,80.75797,CGI01037,26.92794,80.77018,9168663747,914117393483564,404452087375300,,ROAM,MSC9095,TG252,TG192
PAN100067,9876500001,MO,VOICE,9971299001,5496060167,VI,2026-07-07 21:05:07,436,CGI00308,26.69558,80.66654,CGI01590,26.7422,81.19254,9161113711,387571775140105,404451238282586,,HOME,MSC7636,TG744,TG288
PAN100098,9387416172,SMS-MT,SMS,9631265478,6625612966,VI,2026-07-07 21:30:51,0,CGI00512,27.1733,80.80027,CGI00049,27.21862,81.13242,9182055138,27716701450899,404453588916375,,ROAM,MSC7305,TG252,TG959
PAN100010,9876500001,SMS-MO,SMS,9942645882,7785653776,JIO,2026-07-07 22:47:09,0,CGI01583,26.51681,81.13911,CGI03205,27.20713,81.07849,9124073380,563421607337543,404453036541458,,HOME,MSC9785,TG439,TG128
PAN100013,9387416172,SMS-MO,SMS,9773314235,8867654369,BSNL,2026-07-08 06:15:58,0,CGI03307,27.24171,80.50877,CGI03307,27.24171,80.50877,9189600766,889579868727743,404454873471434,,HOME,MSC9849,TG182,TG241
PAN100140,9876500001,MT,VOICE,9265192771,7544432520,JIO,2026-07-08 07:38:00,1866,CGI01583,26.51681,81.13911,CGI03779,26.5353,80.60778,9124808803,205020994510162,404452499982795,,HOME,MSC5903,TG430,TG477
PAN100024,9876500001,MT,VOICE,9631265478,8165932723,JIO,2026-07-08 07:58:29,3570,CGI00426,26.62773,80.76977,CGI02735,27.06135,80.63102,9163013961,459615865780913,404454316117240,9773314235,HOME,MSC6873,TG483,TG541
PAN100028,9123456780,MO,VOICE,9971299001,5948385094,BSNL,2026-07-08 08:15:56,160,CGI04991,27.27628,80.77472,CGI04991,27.27628,80.77472,9178831486,261796405377351,404455850643171,,ROAM,MSC1349,TG151,TG905
PAN100103,9812345678,MT,VOICE,9841300022,9258360187,BSNL,2026-07-08 08:55:43,1477,CGI00115,26.7565,80.8092,CGI00115,26.7565,80.8092,9131889524,840666580043973,404455989334721,,HOME,MSC9418,TG222,TG486
PAN100036,9876500001,MO,VOICE,9413319482,4741134891,AIRTEL,2026-07-08 08:57:53,625,CGI02386,27.12091,80.81141,CGI01583,26.51681,81.13911,9194975377,778892554665905,404451518644925,,ROAM,MSC6731,TG417,TG771
PAN100007,9123456780,MO,VOICE,9773314235,7085540042,AIRTEL,2026-07-08 11:44:46,3219,CGI03829,26.67931,80.92225,CGI03829,26.67931,80.92225,9125487660,430980500978820,404458121913619,,HOME,MSC2343,TG529,TG773
PAN100022,9123456780,SMS-MT,SMS,9356209981,6686110098,JIO,2026-07-08 13:12:33,0,CGI01037,26.92794,80.77018,CGI04960,26.6099,80.9001,9127321124,482477109324808,404456131712748,,ROAM,MSC7807,TG954,TG594
PAN100176,9387416172,SMS-MO,SMS,9942645882,5131255675,BSNL,2026-07-08 13:54:10,0,CGI00049,27.21862,81.13242,CGI00049,27.21862,81.13242,9182804241,545009025590561,404456556503334,,HOME,MSC2073,TG989,TG412
PAN100087,9387416172,MO,VOICE,9312850944,4794058803,BSNL,2026-07-08 14:42:16,3222,CGI00302,27.11504,80.77477,CGI03957,26.66549,80.98712,9149580252,270477434902115,404458693806868,,ROAM,MSC4860,TG587,TG406
PAN100070,9895986331,MO,VOICE,9999210533,8255855681,JIO,2026-07-08 15:07:36,3049,CGI03957,26.66549,80.98712,CGI03957,26.66549,80.98712,9196499894,783613407451713,404453959629233,,HOME,MSC9720,TG387,TG711
PAN100159,9876500001,SMS-MO,SMS,9895986331,5798671637,AIRTEL,2026-07-08 16:05:40,0,CGI00308,26.69558,80.66654,CGI03829,26.67931,80.92225,9125756766,181958837340312,404457722005436,,HOME,MSC8424,TG144,TG206
PAN100146,9387416172,MO,VOICE,9895986331,8632318104,BSNL,2026-07-08 16:19:21,1613,CGI00308,26.69558,80.66654,CGI00308,26.69558,80.66654,9176207390,217174773329456,404452557701715,,ROAM,MSC5624,TG886,TG456
PAN100049,9812345678,SMS-MT,SMS,9947003778,9717630506,JIO,2026-07-08 17:19:30,0,CGI00308,26.69558,80.66654,CGI00308,26.69558,80.66654,9155907088,940974993097289,404456230913075,,HOME,MSC7765,TG807,TG308
PAN100177,9387416172,MO,VOICE,9413319482,8382594391,BSNL,2026-07-08 17:27:36,1343,CGI00049,27.21862,81.13242,CGI02795,26.94363,80.60677,9178918579,56965917135785,404452945637183,,HOME,MSC7586,TG923,TG331
PAN100086,9123456780,MO,VOICE,9599837854,5864876473,JIO,2026-07-08 17:27:41,389,CGI03205,27.20713,81.07849,CGI03205,27.20713,81.07849,9113590593,533688444310698,404457205061497,,HOME,MSC3798,TG753,TG398
PAN100180,9876500001,SMS-MO,SMS,9720983465,9574778108,JIO,2026-07-08 18:03:55,0,CGI00302,27.11504,80.77477,CGI00302,27.11504,80.77477,9154627534,516231981898471,404453915596363,,HOME,MSC3869,TG319,TG381
PAN100143,9123456780,SMS-MT,SMS,9599837854,6237992459,VI,2026-07-08 18:26:59,0,CGI00115,26.7565,80.8092,CGI00115,26.7565,80.8092,9174514623,803955124056829,404459629145046,,HOME,MSC4893,TG480,TG562
PAN100099,9387416172,MT,VOICE,9255601111,5034622484,VI,2026-07-08 19:55:10,2078,CGI00302,27.11504,80.77477,CGI02735,27.06135,80.63102,9106757958,838663177971775,404451701660880,,ROAM,MSC5990,TG620,TG675
PAN100113,9123456780,SMS-MT,SMS,9895986331,7231461054,JIO,2026-07-08 20:38:02,0,CGI03829,26.67931,80.92225,CGI03829,26.67931,80.92225,9164725282,298068650863765,404459916247314,,HOME,MSC9908,TG518,TG363
PAN100041,9812345678,MT,VOICE,9841300022,8052753278,JIO,2026-07-08 22:30:40,725,CGI03205,27.20713,81.07849,CGI00302,27.11504,80.77477,9139385195,303054868740345,404450541566765,,HOME,MSC9151,TG476,TG916
PAN100125,9876500001,MO,VOICE,9971299001,8639522853,AIRTEL,2026-07-08 23:29:44,1729,CGI03829,26.67931,80.92225,CGI03829,26.67931,80.92225,9107521339,461872346013673,404450371837645,,ROAM,MSC9534,TG225,TG359
PAN100066,9876500001,SMS-MT,SMS,9502139564,8452872449,VI,2026-07-08 23:30:37,0,CGI04960,26.6099,80.9001,CGI04960,26.6099,80.9001,9194171759,891135290965610,404451438889937,,HOME,MSC8586,TG890,TG795
